"decile","decile_size","phat","avg_pihat","phat_se","phat_ub","phat_lb"
1,71,0.0704225352112676,0.0634514759658614,0.0303647316140876,0.129937409174879,0.010907661247656
2,71,0.154929577464789,0.0919423258192436,0.0429422152664617,0.239096319387054,0.0707628355425238
3,71,0.140845070422535,0.107973210111019,0.0412835841194703,0.221760895296697,0.0599292455483733
4,71,0.0985915492957746,0.123930806964097,0.0353794831336766,0.167935336237781,0.0292477623537686
5,71,0.225352112676056,0.140218916027687,0.0495853990873811,0.322539494887323,0.128164730464789
6,71,0.169014084507042,0.161979047428826,0.04447634657729,0.256187723798531,0.0818404452155538
7,71,0.183098591549296,0.188881576689321,0.0458984637691245,0.27305958053678,0.0931376025618118
8,70,0.171428571428571,0.224937375830743,0.0450461376696209,0.259719001261028,0.0831381415961145
9,70,0.171428571428571,0.263053415081566,0.0450461376696209,0.259719001261028,0.0831381415961145
10,70,0.271428571428571,0.34998942705634,0.0531514147158604,0.375605344271658,0.167251798585485
